4,0
20,0
100,0
100,0
20,0
4,0
4,0
20,0
100,0
20,0
100,0
10,0
20,0
20,0
10,0
100,0
20,0
20,0
100,0
10,0
20,0
4,0
20,0
20,0
10,0
100,0
20,0
100,0
100,0
10,0
20,0
20,0
20,0
20,0
4,0
10,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
20,0
20,0
20,0
10,0
10,0
20,0
20,0
20,0
10,0
20,0
100,0
10,0
20,0
20,0
20,0
20,0
10,0
10,0
20,0
100,0
100,0
10,0
10,0
10,0
10,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
20,0
4,0
100,0
20,0
20,0
20,0
100,0
20,0
20,0
20,0
20,0
100,0
20,0
20,0
10,0
10,0
100,0
20,0
20,0
10,0
10,0
100,0
100,0
20,0
20,0
10,0
4,0
100,0
100,0
20,0
20,0
10,0
20,0
100,0
10,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
10,0
20,0
100,0
10,0
20,0
10,0
10,0
10,0
100,0
20,0
20,0
20,0
10,0
20,0
100,0
10,0
20,0
4,0
20,0
10,0
100,0
20,0
20,0
20,0
20,0
10,0
20,0
100,0
10,0
100,0
10,0
20,0
10,0
20,0
20,0
20,0
20,0
10,0
20,0
100,0
10,0
10,0
4,0
20,0
10,0
20,0
20,0
10,0
20,0
20,0
20,0
100,0
20,0
20,0
10,0
20,0
100,0
20,0
20,0
20,0
100,0
100,0
10,0
20,0
1,0
20,0
20,0
20,0
100,0
100,0
10,0
20,0
20,0
4,0
100,0
20,0
10,0
20,0
20,0
100,0
100,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
100,0
100,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
100,0
100,0
20,0
10,0
20,0
10,0
20,0
100,0
100,0
100,0
100,0
20,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
100,0
100,0
100,0
20,0
20,0
4,0
20,0
10,0
20,0
100,0
100,0
20,0
10,0
20,0
20,0
10,0
20,0
100,0
100,0
100,0
100,0
10,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
100,0
10,0
20,0
100,0
10,0
100,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
20,0
20,0
10,0
10,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
100,0
10,0
10,0
10,0
20,0
100,0
10,0
10,0
20,0
100,0
100,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
10,0
20,0
20,0
10,0
20,0
10,0
10,0
20,0
20,0
100,0
100,0
100,0
10,0
10,0
100,0
100,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
10,0
20,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
10,0
100,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
20,0
100,0
10,0
20,0
100,0
100,0
10,0
100,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
4,0
20,0
20,0
10,0
10,0
20,0
10,0
100,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
4,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
10,0
20,0
20,0
10,0
100,0
20,0
4,0
20,0
100,0
100,0
10,0
10,0
20,0
10,0
100,0
100,0
20,0
20,0
20,0
100,0
20,0
100,0
20,0
10,0
4,0
100,0
0,0
20,0
20,0
100,0
20,0
100,0
100,0
10,0
20,0
10,0
100,0
20,0
20,0
100,0
100,0
100,0
100,0
10,0
20,0
100,0
20,0
20,0
10,0
20,0
100,0
10,0
100,0
10,0
20,0
20,0
100,0
20,0
100,0
100,0
100,0
100,0
20,0
10,0
100,0
20,0
20,0
20,0
10,0
20,0
10,0
20,0
10,0
10,0
100,0
4,0
20,0
20,0
20,0
10,0
20,0
20,0
100,0
20,0
100,0
100,0
100,0
100,0
100,0
20,0
20,0
10,0
20,0
10,0
20,0
4,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
10,0
100,0
10,0
100,0
20,0
100,0
20,0
10,0
10,0
100,0
100,0
10,0
10,0
20,0
20,0
20,0
10,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
100,0
4,0
100,0
20,0
20,0
100,0
100,0
20,0
20,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
20,0
10,0
20,0
10,0
10,0
20,0
20,0
10,0
10,0
100,0
20,0
20,0
100,0
10,0
20,0
100,0
20,0
20,0
20,0
100,0
20,0
100,0
10,0
4,0
10,0
20,0
20,0
20,0
10,0
100,0
20,0
100,0
20,0
100,0
100,0
100,0
20,0
100,0
100,0
20,0
100,0
4,0
20,0
20,0
0,0
100,0
0,0
20,0
20,0
20,0
10,0
10,0
100,0
100,0
20,0
20,0
20,0
20,0
10,0
100,0
100,0
20,0
20,0
100,0
20,0
20,0
20,0
10,0
20,0
10,0
10,0
20,0
20,0
20,0
20,0
10,0
100,0
10,0
10,0
10,0
100,0
20,0
100,0
100,0
100,0
20,0
20,0
20,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
10,0
10,0
10,0
100,0
20,0
100,0
100,0
100,0
20,0
20,0
20,0
10,0
20,0
20,0
20,0
10,0
10,0
10,0
100,0
20,0
20,0
100,0
100,0
20,0
20,0
20,0
10,0
10,0
20,0
20,0
20,0
20,0
10,0
20,0
10,0
20,0
100,0
10,0
100,0
20,0
100,0
100,0
100,0
20,0
20,0
20,0
10,0
10,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
10,0
100,0
10,0
100,0
20,0
100,0
100,0
100,0
20,0
20,0
20,0
10,0
20,0
20,0
20,0
20,0
20,0
20,0
10,0
10,0
100,0
10,0
100,0
20,0
100,0
100,0
100,0
20,0
20,0
20,0
20,0
10,0
4,0
20,0
20,0
20,0
100,0
100,0
20,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
100,0
100,0
20,0
20,0
20,0
10,0
20,0
20,0
100,0
100,0
10,0
20,0
10,0
10,0
4,0
20,0
20,0
100,0
100,0
20,0
100,0
100,0
20,0
10,0
10,0
20,0
20,0
10,0
20,0
100,0
20,0
10,0
100,0
20,0
10,0
10,0
100,0
20,0
10,0
20,0
10,0
100,0
10,0
100,0
10,0
4,0
20,0
20,0
20,0
20,0
20,0
4,0
10,0
10,0
4,0
10,0
10,0
4,0
20,0
20,0
20,0
10,0
20,0
20,0
10,0
20,0
20,0
20,0
10,0
1,0
4,0
10,0
20,0
10,0
4,0
20,0
10,0
20,0
10,0
10,0
100,0
4,0
10,0
10,0
10,0
10,0
